שולחן ערוך אורח חיים ה,כף החיים,סעיף א: יכוין בברכות פירוש המילות,{{פרשע1|כהח|א}},א
שולחן ערוך אורח חיים ה,כף החיים,שם: יכוין בברכות פירוש המלות,{{פרשע1|כהח|ב}},ב
שולחן ערוך אורח חיים ה,כף החיים,שם: יכוין בברכות פירוש המלות,{{פרשע1|כהח|ג}},ג
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|ד}},ד
שולחן ערוך אורח חיים ה,כף החיים,שם: כשיזכיר השם,{{פרשע1|כהח|ה}},ה
שולחן ערוך אורח חיים ה,כף החיים,"שם: כשיזכיר השם יכוין פירוש קריאתו באדנות שהוא אדון הכל, ויכוין בכתיבתו ביו""ד ה""א",{{פרשע1|כהח|ו}},ו
שולחן ערוך אורח חיים ה,כף החיים,שם: ויכוין בכתיבתו ביוד הא,{{פרשע1|כהח|ז}},ז
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|ח}},ח
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|ט}},ט
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|י}},י
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|יא}},יא
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|יב}},יב
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|יג}},יג
שולחן ערוך אורח חיים ה,כף החיים,,{{פרשע1|כהח|יד}},יד
שולחן ערוך אורח חיים ו,כף החיים,סעיף א: כשיצא מבית הכסא יברך אשר יצר,{{פרשע1|כהח|א}},א
שולחן ערוך אורח חיים ו,כף החיים,סעיף ב: יש נוהגין להמתין,{{פרשע1|כהח|ב}},ב
שולחן ערוך אורח חיים ו,כף החיים,שם: ובני ספרד לא נהגו כן,{{פרשע1|כהח|ג}},ג
שולחן ערוך אורח חיים ו,כף החיים,"שם בהג""ה: ועל כל פנים לא יברך שתי פעמים",{{פרשע1|כהח|ד}},ד
שולחן ערוך אורח חיים ו,כף החיים,סעיף ג: ברכת אלהי נשמה,{{פרשע1|כהח|ה}},ה
שולחן ערוך אורח חיים ז,כף החיים,סעיף א: כל היום כשעושה צרכיו וכו' מברך אשר יצר,{{פרשע1|כהח|א}},א
שולחן ערוך אורח חיים ז,כף החיים,שם: כל היום כשעושה צרכיו וכו' מברך אשר יצר,{{פרשע1|כהח|ב}},ב
